freq	unwrap(phase(fs(V_import_4,0Hz, 600MHz,2000,,,,0 nsec,250nsec)))-unwrap(phase(fs(V_import_3,0Hz, 600MHz,2000,,,,0 nsec,250nsec)))
2.67133566783391707E7	-5.95647885055836124E2
2.70135067533766904E7	-6.02748381680900014E2
2.73136568284142056E7	-6.09876919549046992E2
2.76138069034517297E7	-6.17007194901903766E2
2.79139569784892450E7	-6.24114344107442420E2
2.82141070535267602E7	-6.31176504802918892E2
2.85142571285642799E7	-6.38175964923020178E2
2.88144072036017951E7	-6.45099841972204313E2
2.91145572786393236E7	-6.51940312902421670E2
2.94147073536768344E7	-6.58694466905109977E2
2.97148574287143585E7	-6.65363884896540014E2
3.00150075037518782E7	-6.71954050875084441E2
3.03151575787893934E7	-6.78473685248854252E2
3.06153076538269131E7	-6.84934068119679029E2
3.09154577288644328E7	-6.91348393796188532E2
3.12156078039019480E7	-6.97731176290254496E2
3.15157578789394677E7	-7.04097709010173567E2
3.18159079539769962E7	-7.10463568822249680E2
3.21160580290145026E7	-7.16844148272190473E2
3.24162081040520311E7	-7.23254197588335934E2
3.27163581790895375E7	-7.29707356884703984E2
3.30165082541270616E7	-7.36215666913224442E2
3.33166583291645813E7	-7.42789049727403228E2
3.36168084042021054E7	-7.49434769721774963E2
3.39169584792396250E7	-7.56156897630776559E2
3.42171085542771403E7	-7.62955821525060429E2
3.45172586293146555E7	-7.69827869606515236E2
3.48174087043521840E7	-7.76765122596502788E2
3.51175587793897037E7	-7.83755498632477021E2
3.54177088544272101E7	-7.90783176876129978E2
3.57178589294647253E7	-7.97829392038083540E2
3.60180090045022450E7	-8.04873575850714218E2
3.63181590795397691E7	-8.11894761263764231E2
3.66183091545772843E7	-8.18873109415342704E2
3.69184592296148040E7	-8.25791389573245382E2
3.72186093046523325E7	-8.32636247147376096E2
3.75187593796898478E7	-8.39399127255317978E2
3.78189094547273541E7	-8.46076781383546539E2
3.81190595297648827E7	-8.52671343175925678E2
3.84192096048024023E7	-8.59190013230937666E2
3.87193596798399176E7	-8.65644424662565726E2
3.90195097548774328E7	-8.72049775996409515E2
3.93196598299149525E7	-8.78423817404398299E2
3.96198099049524766E7	-8.84785764195483182E2
3.99199599799899918E7	-8.91155199385808849E2
4.02201100550275203E7	-8.97551011922109687E2
4.05202601300650400E7	-9.03990408870342854E2
4.08204102051025508E7	-9.10488031264822339E2
4.11205602801400705E7	-9.17055204456608841E2
4.14207103551775901E7	-9.23699348887599037E2
4.17208604302151009E7	-9.30423585124129104E2
4.20210105052526206E7	-9.37226562175262323E2
4.23211605802901403E7	-9.44102535205655258E2
4.26213106553276688E7	-9.51041708155116439E2
4.29214607303651796E7	-9.58030835978556716E2
4.32216108054026993E7	-9.65054056229746848E2
4.35217608804402278E7	-9.72093892804744719E2
4.38219109554777475E7	-9.79132349872154073E2
4.41220610305152494E7	-9.86152003303450719E2
4.44222111055527780E7	-9.93136996814206441E2
4.47223611805902976E7	-1.00007386823382172E3
4.50225112556278084E7	-1.00695215564028695E3
4.53226613306653370E7	-1.01376476651382252E3
4.56228114057028478E7	-1.02050811740736291E3
4.59229614807403586E7	-1.02718207564750985E3
4.62231115557778871E7	-1.03378974272648039E3
4.65232616308154157E7	-1.04033712341210061E3
4.68234117058529264E7	-1.04683271839828551E3
4.71235617808904284E7	-1.05328707096006524E3
4.74237118559279569E7	-1.05971228781394311E3
4.77238619309654855E7	-1.06612154637772560E3
4.80240120060030051E7	-1.07252859227453845E3
4.83241620810405159E7	-1.07894722706135271E3
4.86243121560780445E7	-1.08539078522924326E3
4.89244622311155553E7	-1.09187159981285853E3
4.92246123061530749E7	-1.09840046166108984E3
4.95247623811905946E7	-1.10498608505164353E3
4.98249124562281231E7	-1.11163460290642013E3
5.01250625312656339E7	-1.11834912711790291E3
5.04252126063031447E7	-1.12512941955804502E3
5.07253626813406733E7	-1.13197172773228694E3
5.10255127563781841E7	-1.13886883621551105E3
5.13256628314157037E7	-1.14581037299196686E3
5.16258129064532234E7	-1.15278338524756618E3
5.19259629814907520E7	-1.15977316218135185E3
5.22261130565282539E7	-1.16676424515223776E3
5.25262631315657735E7	-1.17374152979959900E3
5.28264132066033021E7	-1.18069134748830273E3
5.31265632816408306E7	-1.18760241190481541E3
5.34267133566783414E7	-1.19446654011442699E3
5.37268634317158433E7	-1.20127908852808174E3
5.40270135067533808E7	-1.20803908702761675E3
5.43271635817908827E7	-1.21474908859661168E3
5.46273136568284112E7	-1.22141477729658843E3
5.49274637318659398E7	-1.22804439289725420E3
5.52276138069034594E7	-1.23464803243711740E3
5.55277638819409702E7	-1.24123688648525210E3
5.58279139569784899E7	-1.24782246031734911E3
5.61280640320160096E7	-1.25441582372910143E3
5.64282141070535204E7	-1.26102692559479523E3
5.67283641820910489E7	-1.26766400506483268E3
5.70285142571285597E7	-1.27433312806491617E3
5.73286643321660794E7	-1.28103787160509164E3
5.76288144072035902E7	-1.28777917530711217E3
5.79289644822411187E7	-1.29455536822809125E3
5.82291145572786473E7	-1.30136236942731598E3
5.85292646323161581E7	-1.30819404762997960E3
5.88294147073536688E7	-1.31504271053267097E3
5.91295647823911885E7	-1.32189968258592394E3
5.94297148574287171E7	-1.32875592276543175E3
5.97298649324662279E7	-1.33560263198385387E3
6.00300150075037564E7	-1.34243180416010377E3
6.03301650825412672E7	-1.34923668625033266E3
6.06303151575787869E7	-1.35601212318962716E3
6.09304652326163154E7	-1.36275478065800781E3
6.12306153076538262E7	-1.36946324814186182E3
6.15307653826913459E7	-1.37613803410763635E3
6.18309154577288655E7	-1.38278147148982633E3
6.21310655327663763E7	-1.38939754978616525E3
6.24312156078038960E7	-1.39599169216960961E3
6.27313656828414246E7	-1.40257049022019342E3
6.30315157578789353E7	-1.40914140770838059E3
6.33316658329164461E7	-1.41571246018450747E3
6.36318159079539925E7	-1.42229187616146602E3
6.39319659829914855E7	-1.42888774444747635E3
6.42321160580290051E7	-1.43550765405284730E3
6.45322661330665248E7	-1.44215833415846451E3
6.48324162081040622E7	-1.44884530576281723E3
6.51325662831415730E7	-1.45557256149963843E3
6.54327163581790749E7	-1.46234229226592349E3
6.57328664332166035E7	-1.46915468503552527E3
6.60330165082541232E7	-1.47600781419321647E3
6.63331665832916606E7	-1.48289764759341081E3
6.66333166583291625E7	-1.48981818379246356E3
6.69334667333666822E7	-1.49676172309095645E3
6.72336168084042107E7	-1.50371926511403542E3
6.75337668834417126E7	-1.51068100899438673E3
6.78339169584792501E7	-1.51763692034501974E3
6.81340670335167431E7	-1.52457731962215148E3
6.84342171085542805E7	-1.53149344485526906E3
6.87343671835917824E7	-1.53837794278363882E3
6.90345172586293110E7	-1.54522525491490326E3
6.93346673336668307E7	-1.55203187547379717E3
6.96348174087043681E7	-1.55879647281279232E3
6.99349674837418611E7	-1.56551988006939613E3
7.02351175587794074E7	-1.57220496742371330E3
7.05352676338169182E7	-1.57885641801467536E3
7.08354177088544201E7	-1.58548042952872104E3
7.11355677838919576E7	-1.59208436587842983E3
7.14357178589294506E7	-1.59867638013362190E3
7.17358679339669969E7	-1.60526502834769325E3
7.20360180090044899E7	-1.61185889083552714E3
7.23361680840420185E7	-1.61846621480857422E3
7.26363181590795381E7	-1.62509458980091681E3
7.29364682341170578E7	-1.63175066509071343E3
7.32366183091545686E7	-1.63843991628643160E3
7.35367683841920883E7	-1.64516646643687348E3
7.38369184592296079E7	-1.65193296456901928E3
7.41370685342671187E7	-1.65874052461632138E3
7.44372186093046651E7	-1.66558872338089126E3
7.47373686843421758E7	-1.67247565607875304E3
7.50375187593796955E7	-1.67939804668387005E3
7.53376688344172152E7	-1.68635140772347003E3
7.56378189094547082E7	-1.69333024286519462E3
7.59379689844922456E7	-1.70032828452376239E3
7.62381190595297653E7	-1.70733875726883788E3
7.65382691345672850E7	-1.71435465647708396E3
7.68384192096048046E7	-1.72136903225128957E3
7.71385692846423154E7	-1.72837526577880785E3
7.74387193596798351E7	-1.73536732872058908E3
7.77388694347173725E7	-1.74234001362304580E3
7.80390195097548656E7	-1.74928912754069477E3
7.83391695847923764E7	-1.75621163882579401E3
7.86393196598299049E7	-1.76310577224316067E3
7.89394697348674335E7	-1.76997104656369575E3
7.92396198099049531E7	-1.77680825305824142E3
7.95397698849424906E7	-1.78361937382869407E3
7.98399199599799836E7	-1.79040744225825676E3
8.01400700350174944E7	-1.79717635015961541E3
8.04402201100550407E7	-1.80393060910821346E3
8.07403701850925337E7	-1.81067507652163107E3
8.10405202601300800E7	-1.81741466019502274E3
8.13406703351675731E7	-1.82415401796391263E3
8.16408204102051016E7	-1.83089727163370464E3
8.19409704852426124E7	-1.83764775496979382E3
8.22411205602801409E7	-1.84440781713217139E3
8.25412706353176517E7	-1.85117869723317163E3
8.28414207103551803E7	-1.85796048518980506E3
8.31415707853926911E7	-1.86475217248877456E3
8.34417208604302019E7	-1.87155179360327351E3
8.37418709354677482E7	-1.87835664510852385E3
8.40420210105052412E7	-1.88516356434215138E3
8.43421710855427875E7	-1.89196924244835674E3
8.46423211605802805E7	-1.89877054372352494E3
8.49424712356178091E7	-1.90556480354970215E3
8.52426213106553377E7	-1.91235008078898838E3
8.55427713856928484E7	-1.91912534663361223E3
8.58429214607303592E7	-1.92589059862353951E3
8.61430715357678523E7	-1.93264689795676281E3
8.64432216108053986E7	-1.93939633169268921E3
8.67433716858429094E7	-1.94614190978493129E3
8.70435217608804557E7	-1.95288740875780542E3
8.73436718359179665E7	-1.95963717533713799E3
8.76438219109554950E7	-1.96639590526764896E3
8.79439719859930236E7	-1.97316841031638290E3
8.82441220610304988E7	-1.97995938604803756E3
8.85442721360680274E7	-1.98677319076197345E3
8.88444222111055559E7	-1.99361364430391030E3
8.91445722861430490E7	-2.00048385201079038E3
8.94447223611805953E7	-2.00738605947048887E3
8.97448724362181061E7	-2.01432153875217024E3
9.00450225112556168E7	-2.02129050709675839E3
9.03451725862931632E7	-2.02829207860774030E3
9.06453226613306740E7	-2.03532424612230534E3
9.09454727363681670E7	-2.04238389394831676E3
9.12456228114056955E7	-2.04946684060825346E3
9.15457728864432063E7	-2.05656791209691869E3
9.18459229614807171E7	-2.06368104876719194E3
9.21460730365182634E7	-2.07079944751675304E3
9.24462231115557742E7	-2.07791574263663792E3
9.27463731865933028E7	-2.08502222713113827E3
9.30465232616308313E7	-2.09211111468574540E3
9.33466733366683243E7	-2.09917483795873006E3
9.36468234117058529E7	-2.10620637740914507E3
9.39469734867433814E7	-2.11319960651877903E3
9.42471235617808567E7	-2.12014963934875933E3
9.45472736368184385E7	-2.12705315822676377E3
9.48474237118559138E7	-2.13390870085311857E3
9.51475737868934424E7	-2.14071688243682567E3
9.54477238619309709E7	-2.14748053173658127E3
9.57478739369684817E7	-2.15420472104308436E3
9.60480240120060103E7	-2.16089667566471633E3
9.63481740870435210E7	-2.16756555430115494E3
9.66483241620810318E7	-2.17422209921793197E3
9.69484742371185249E7	-2.18087816414341829E3
9.72486243121560889E7	-2.18754613644102447E3
9.75487743871935820E7	-2.19423828133414123E3
9.78489244622311105E7	-2.20096604512569316E3
9.81490745372686213E7	-2.20773936165415829E3
9.84492246123061499E7	-2.21456601567860556E3
9.87493746873436784E7	-2.22145111527048567E3
9.90495247623811892E7	-2.22839672640686803E3
9.93496748374186822E7	-2.23540171075857996E3
9.96498249124562463E7	-2.24246179438268811E3
9.99499749874937393E7	-2.24956986920177027E3
1.00250125062531259E8	-2.25671650758555042E3
1.00550275137568801E8	-2.26389064178982924E3
1.00850425212606298E8	-2.27108034235449008E3
1.01150575287643818E8	-2.27827361930846273E3
1.01450725362681338E8	-2.28545917093060114E3
1.01750875437718835E8	-2.29262701925236234E3
1.02051025512756377E8	-2.29976898923565010E3
1.02351175587793874E8	-2.30687901549901042E3
1.02651325662831416E8	-2.31395327661847094E3
1.02951475737868958E8	-2.32099017788711537E3
1.03251625812906456E8	-2.32799021037037113E3
1.03551775887943975E8	-2.33495571739848007E3
1.03851925962981495E8	-2.34189059971997349E3
1.04152076038018992E8	-2.34879998482219365E3
1.04452226113056512E8	-2.35568988176355365E3
1.04752376188094054E8	-2.36256683764025777E3
1.05052526263131552E8	-2.36943760824513339E3
1.05352676338169093E8	-2.37630885168195682E3
1.05652826413206613E8	-2.38318685340815284E3
1.05952976488244111E8	-2.39007728797801411E3
1.06253126563281652E8	-2.39698502282824677E3
1.06553276638319172E8	-2.40391396813253921E3
1.06853426713356692E8	-2.41086697361133773E3
1.07153576788394211E8	-2.41784577401669853E3
1.07453726863431687E8	-2.42485098078646599E3
1.07753876938469206E8	-2.43188211811549237E3
1.08054027013506770E8	-2.43893769990883724E3
1.08354177088544268E8	-2.44601534314734659E3
1.08654327163581765E8	-2.45311191679388196E3
1.08954477238619307E8	-2.46022372332971395E3
1.09254627313656827E8	-2.46734671331260458E3
1.09554777388694369E8	-2.47447673210860364E3
1.09854927463731888E8	-2.48160979875183996E3
1.10155077538769364E8	-2.48874241140052899E3
1.10455227613806928E8	-2.49587187254714582E3
1.10755377688844403E8	-2.50299661476556201E3
1.11055527763881945E8	-2.51011650422126431E3
1.11355677838919442E8	-2.51723308638885523E3
1.11655827913956984E8	-2.52434973362246584E3
1.11955977988994482E8	-2.53147164918409606E3
1.12256128064032024E8	-2.53860568676952969E3
1.12556278139069521E8	-2.54575995706943070E3
1.12856428214107041E8	-2.55294321659020795E3
1.13156578289144583E8	-2.56016406829773491E3
1.13456728364182102E8	-2.56743004341087389E3
1.13756878439219622E8	-2.57474667542359725E3
1.14057028514257119E8	-2.58211670518516367E3
1.14357178589294639E8	-2.58953956326913604E3
1.14657328664332159E8	-2.59701125396607679E3
1.14957478739369678E8	-2.60452470634679889E3
1.15257628814407176E8	-2.61207058411946935E3
1.15557778889444718E8	-2.61963845922709604E3
1.15857928964482237E8	-2.62721819444556459E3
1.16158079039519779E8	-2.63480135153672856E3
1.16458229114557299E8	-2.64238246100306240E3
1.16758379189594796E8	-2.64996004437138222E3
1.17058529264632316E8	-2.65753735509603350E3
1.17358679339669836E8	-2.66512288196377822E3
1.17658829414707333E8	-2.67273072254428534E3
1.17958979489744875E8	-2.68038099443056499E3
1.18259129564782373E8	-2.68810050184066451E3
1.18559279639819892E8	-2.69592395887089742E3
1.18859429714857434E8	-2.70389621078573050E3
1.19159579789894954E8	-2.71207618487406332E3
1.19459729864932451E8	-2.72054389114317008E3
1.19759879939969993E8	-2.72941306236274039E3
1.20060030015007513E8	-2.73885492415772358E3
1.20360180090045032E8	-2.74914581951995673E3
1.20660330165082530E8	-2.76077163205543652E3
1.20960480240120050E8	-2.77468777708939562E3
1.21260630315157569E8	-2.79309701082201300E3
1.21560780390195089E8	-2.82246676568906096E3
1.21860930465232631E8	-2.88514833444003571E3
1.22161080540270151E8	-2.97356453912668339E3
1.22461230615307648E8	-3.03443079591285692E3
1.22761380690345168E8	-3.07521865091085456E3
1.23061530765382687E8	-3.10132409940869325E3
1.23361680840420229E8	-3.11954434280530801E3
1.23661830915457727E8	-3.13370335918317444E3
1.23961980990495246E8	-3.14560388213356035E3
1.24262131065532744E8	-3.15613492330791479E3
1.24562281140570308E8	-3.16577141825412323E3
1.24862431215607783E8	-3.17478736770272763E3
1.25162581290645303E8	-3.18335231764678772E3
1.25462731365682845E8	-3.19157832066262115E3
1.25762881440720364E8	-3.19954430822022173E3
1.26063031515757862E8	-3.20730939005745208E3
1.26363181590795404E8	-3.21492036576579565E3
1.26663331665832901E8	-3.22241603640783847E3
1.26963481740870465E8	-3.22982966189292409E3
1.27263631815907985E8	-3.23719029972379690E3
1.27563781890945460E8	-3.24452344339406551E3
1.27863931965982980E8	-3.25185120982144360E3
1.28164082041020500E8	-3.25919222999884095E3
1.28464232116058019E8	-3.26656134903029027E3
1.28764382191095539E8	-3.27396922058538298E3
1.29064532266133059E8	-3.28142187924292594E3
1.29364682341170578E8	-3.28892038298208655E3
1.29664832416208120E8	-3.29646063338000328E3
1.29964982491245618E8	-3.30403348655846552E3
1.30265132566283137E8	-3.31162526138520974E3
1.30565282641320635E8	-3.31921871101487787E3
1.30865432716358154E8	-3.32679446036458160E3
1.31165582791395674E8	-3.33433281735174081E3
1.31465732866433216E8	-3.34181577129659368E3
1.31765882941470713E8	-3.34922892084475388E3
1.32066033016508255E8	-3.35656305139147104E3
1.32366183091545797E8	-3.36381512506143343E3
1.32666333166583317E8	-3.37098854358286815E3
1.32966483241620770E8	-3.37809267224148524E3
1.33266633316658334E8	-3.38514173404368313E3
1.33566783391695854E8	-3.39215327362277197E3
1.33866933466733373E8	-3.39914642679829404E3
1.34167083541770848E8	-3.40614021952440638E3
1.34467233616808413E8	-3.41315207413611565E3
1.34767383691845932E8	-3.42019663257477191E3
1.35067533766883430E8	-3.42728494607639922E3
1.35367683841920949E8	-3.43442402881913855E3
1.35667833916958491E8	-3.44161674134487416E3
1.35967983991995967E8	-3.44886195319354494E3
1.36268134067033486E8	-3.45615492898084309E3
1.36568284142071072E8	-3.46348788268697794E3
1.36868434217108570E8	-3.47085064733234550E3
1.37168584292146045E8	-3.47823141023005400E3
1.37468734367183565E8	-3.48561746609984047E3
1.37768884442221129E8	-3.49299594632008459E3
1.38069034517258626E8	-3.50035448773130620E3
1.38369184592296124E8	-3.50768181374238219E3
1.38669334667333666E8	-3.51496821268647341E3
1.38969484742371208E8	-3.52220590590627491E3
1.39269634817408727E8	-3.52938931081765883E3
1.39569784892446225E8	-3.53651520744671055E3
1.39869934967483722E8	-3.54358282315071893E3
1.40170085042521286E8	-3.55059384666395905E3
1.40470235117558806E8	-3.55755238220082770E3
1.40770385192596281E8	-3.56446484836292665E3
1.41070535267633845E8	-3.57133982184675114E3
1.41370685342671321E8	-3.57818782050099893E3
1.41670835417708840E8	-3.58502101601324830E3
1.41970985492746382E8	-3.59185286513028723E3
1.42271135567783924E8	-3.59869764802348024E3
1.42571285642821399E8	-3.60556990393246801E3
1.42871435717858897E8	-3.61248376383105674E3
1.43171585792896439E8	-3.61945219027654641E3
1.43471735867934003E8	-3.62648615119178563E3
1.43771885942971478E8	-3.63359377893067270E3
1.44072036018008975E8	-3.64077958758094677E3
1.44372186093046517E8	-3.64804384657563663E3
1.44672336168084037E8	-3.65538222013415615E3
1.44972486243121557E8	-3.66278577677714079E3
1.45272636318159076E8	-3.67024144033914235E3
1.45572786393196596E8	-3.67773289686866311E3
1.45872936468234116E8	-3.68524189356754395E3
1.46173086543271635E8	-3.69274978957454092E3
1.46473236618309133E8	-3.70023916561385491E3
1.46773386693346697E8	-3.70769528151202632E3
1.47073536768384172E8	-3.71510720324544952E3
1.47373686843421692E8	-3.72246848111636286E3
1.47673836918459211E8	-3.72977733952620127E3
1.47973986993496753E8	-3.73703640683442817E3
1.48274137068534229E8	-3.74425206587171866E3
1.48574287143571793E8	-3.75143353053481254E3
1.48874437218609335E8	-3.75859176292698560E3
1.49174587293646832E8	-3.76573834024104448E3
1.49474737368684352E8	-3.77288436968786423E3
1.49774887443721871E8	-3.78003953894438194E3
1.50075037518759391E8	-3.78721137390185225E3
1.50375187593796911E8	-3.79440475908453090E3
1.50675337668834430E8	-3.80162175335885655E3
1.50975487743871928E8	-3.80886170561571280E3
1.51275637818909425E8	-3.81612164390080721E3
1.51575787893946967E8	-3.82339687972273712E3
1.51875937968984487E8	-3.83068174655684412E3
1.52176088044021984E8	-3.83797037697823029E3
1.52476238119059526E8	-3.84525742662907666E3
1.52776388194097024E8	-3.85253866696995573E3
1.53076538269134566E8	-3.85981139622516256E3
1.53376688344172107E8	-3.86707464534425549E3
1.53676838419209605E8	-3.87432918501888679E3
1.53976988494247102E8	-3.88157735836970152E3
1.54277138569284622E8	-3.88882277946834520E3
1.54577288644322164E8	-3.89606993928156697E3
1.54877438719359661E8	-3.90332376283173854E3
1.55177588794397203E8	-3.91058915520681527E3
1.55477738869434745E8	-3.91787056764855057E3
1.55777888944472265E8	-3.92517161027475359E3
1.56078039019509740E8	-3.93249473088981683E3
1.56378189094547282E8	-3.93984097517329968E3
1.56678339169584757E8	-3.94720983983229345E3
1.56978489244622321E8	-3.95459922487829019E3
1.57278639319659819E8	-3.96200548733255520E3
1.57578789394697338E8	-3.96942359431756486E3
1.57878939469734858E8	-3.97684736573067132E3
1.58179089544772378E8	-3.98426979383787216E3
1.58479239619809897E8	-3.99168341515307867E3
1.58779389694847395E8	-3.99908071067586235E3
1.59079539769884981E8	-4.00645449990447577E3
1.59379689844922434E8	-4.01379829623075324E3
1.59679839919959976E8	-4.02110659099392809E3
1.59979989994997474E8	-4.02837504156871429E3
1.60280140070034993E8	-4.03560055119114480E3
1.60580290145072513E8	-4.04278124543978379E3
1.60880440220110077E8	-4.04991637184504150E3
1.61180590295147574E8	-4.05700616562381899E3
1.61480740370185072E8	-4.06405174021733906E3
1.61780890445222592E8	-4.07105505912962329E3
1.62081040520260156E8	-4.07801903042440550E3
1.62381190595297609E8	-4.08494773530712596E3
1.62681340670335151E8	-4.09184675803256148E3
1.62981490745372670E8	-4.09872354821791696E3
1.63281640820410212E8	-4.10558772049009946E3
1.63581790895447732E8	-4.11245119574397577E3
1.63881940970485229E8	-4.11932811523861897E3
1.64182091045522749E8	-4.12623450107850864E3
1.64482241120560291E8	-4.13318768696713779E3
1.64782391195597810E8	-4.14020558448752940E3
1.65082541270635308E8	-4.14730587565067133E3
1.65382691345672828E8	-4.15450522963284019E3
1.65682841420710369E8	-4.16181863390937856E3
1.65982991495747889E8	-4.16925891346054733E3
1.66283141570785387E8	-4.17683649152136827E3
1.66583291645822906E8	-4.18455942927098157E3
1.66883441720860404E8	-4.19243376518522037E3
1.67183591795897923E8	-4.20046417151227036E3
1.67483741870935487E8	-4.20865494570021070E3
1.67783891945972985E8	-4.21701137074034360E3
1.68084042021010482E8	-4.22554151553028312E3
1.68384192096048002E8	-4.23425861095933165E3
1.68684342171085566E8	-4.24318425745902150E3
1.68984492246123041E8	-4.25235292844570090E3
1.69284642321160561E8	-4.26181860951671343E3
1.69584792396198125E8	-4.27166511548662253E3
1.69884942471235623E8	-4.28202298214508392E3
1.70185092546273142E8	-4.29309854742726049E3
1.70485242621310684E8	-4.30522638866383200E3
1.70785392696348159E8	-4.31896737235612616E3
1.71085542771385701E8	-4.33529288589837947E3
1.71385692846423199E8	-4.35589650715117305E3
1.71685842921460718E8	-4.38346302322626613E3
1.71985992996498283E8	-4.42090948961917984E3
1.72286143071535713E8	-4.47117837774080584E3
1.72586293146573277E8	-4.54472183575432886E3
1.72886443221610797E8	-4.60827184406501900E3
1.73186593296648317E8	-4.64118246806486390E3
1.73486743371685814E8	-4.66183440829429241E3
1.73786893446723356E8	-4.67733501079124103E3
1.74087043521760920E8	-4.69018820178216256E3
1.74387193596798395E8	-4.70149051132025875E3
1.74687343671835937E8	-4.71180293438313846E3
1.74987493746873435E8	-4.72144400863092972E3
1.75287643821910999E8	-4.73060820491917777E3
1.75587793896948519E8	-4.73942057737270250E3
1.75887943971986038E8	-4.74796462357844451E3
1.76188094047023536E8	-4.75629764258113852E3
1.76488244122060989E8	-4.76445977590993586E3
1.76788394197098531E8	-4.77247965080023739E3
1.77088544272136050E8	-4.78037810070271174E3
1.77388694347173592E8	-4.78817074954733624E3
1.77688844422211112E8	-4.79586989414391240E3
1.77988994497248609E8	-4.80348593399183521E3
1.78289144572286107E8	-4.81102848776109049E3
1.78589294647323671E8	-4.81850727512468957E3
1.78889444722361191E8	-4.82593279812607978E3
1.79189594797398688E8	-4.83331682932606022E3
1.79489744872436208E8	-4.84067269104748021E3
1.79789894947473750E8	-4.84801529677652976E3
