freq	unwrap(phase(fs(V_import_4,0Hz, 600MHz,2000,,,,0 nsec,250nsec)))-unwrap(phase(fs(V_import_3,0Hz, 600MHz,2000,,,,0 nsec,250nsec)))
1.59079539769884981E7	-5.90314197649414840E2
1.62081040520260156E7	-6.00913022510826078E2
1.65082541270635308E7	-6.11344297410537596E2
1.68084042021010527E7	-6.21637076252627185E2
1.71085542771385701E7	-6.31827840440982946E2
1.74087043521760920E7	-6.41958270134114883E2
1.77088544272136050E7	-6.52073118277857855E2
1.80090045022511225E7	-6.62217986937511682E2
1.83091545772886422E7	-6.72436796111612445E2
1.86093046523261663E7	-6.82768793474421187E2
1.89094547273636771E7	-6.93245087956902761E2
1.92096048024012012E7	-7.03884909125779057E2
1.95097548774387164E7	-7.14692100386996110E2
1.98099049524762383E7	-7.25652669565571262E2
2.01100550275137602E7	-7.36734402498952523E2
2.04102051025512754E7	-7.47889371251399915E2
2.07103551775887951E7	-7.59059535524354168E2
2.10105052526263103E7	-7.70184669948566114E2
2.13106553276638344E7	-7.81210992929007642E2
2.16108054027013496E7	-7.92098594755445884E2
2.19109554777388738E7	-8.02826229802088776E2
2.22111055527763890E7	-8.13392952392115376E2
2.25112556278139042E7	-8.23816945754665220E2
2.28114057028514239E7	-8.34132356747852199E2
2.31115557778889436E7	-8.44384977042705387E2
2.34117058529264632E7	-8.54627374930656103E2
2.37118559279639785E7	-8.64913796992984807E2
2.40120060030015026E7	-8.75294985578975471E2
2.43121560780390222E7	-8.85813055046211417E2
2.46123061530765375E7	-8.96496738646399294E2
2.49124562281140616E7	-9.07357594811720602E2
2.52126063031515724E7	-9.18387995869566431E2
2.55127563781890920E7	-9.29561730433935018E2
2.58129064532266117E7	-9.40837642050117040E2
2.61130565282641269E7	-9.52165942412647937E2
2.64132066033016510E7	-9.63495961192970718E2
2.67133566783391707E7	-9.74783588401917278E2
2.70135067533766904E7	-9.85996828273521331E2
2.73136568284142056E7	-9.97118615618752635E2
2.76138069034517297E7	-1.00814692916259663E3
2.79139569784892450E7	-1.01909287027472595E3
2.82141070535267602E7	-1.02997758363852321E3
2.85142571285642799E7	-1.04082877791201200E3
2.88144072036017951E7	-1.05167733538271646E3
2.91145572786393236E7	-1.06255424886713179E3
2.94147073536768344E7	-1.07348796030724092E3
2.97148574287143585E7	-1.08450211160198284E3
3.00150075037518782E7	-1.09561373277552820E3
3.03151575787893934E7	-1.10683194626299630E3
3.06153076538269131E7	-1.11815731839199395E3
3.09154577288644328E7	-1.12958200617100646E3
3.12156078039019480E7	-1.14109079514027001E3
3.15157578789394677E7	-1.15266300100806829E3
3.18159079539769962E7	-1.16427504397304871E3
3.21160580290145026E7	-1.17590334836930199E3
3.24162081040520311E7	-1.18752714216011923E3
3.27163581790895375E7	-1.19913075770317867E3
3.30165082541270616E7	-1.21070515865972683E3
3.33166583291645813E7	-1.22224859151669496E3
3.36168084042021054E7	-1.23376641171489076E3
3.39169584792396250E7	-1.24527023619619071E3
3.42171085542771403E7	-1.25677660659743151E3
3.45172586293146555E7	-1.26830532849037358E3
3.48174087043521840E7	-1.27987761737975281E3
3.51175587793897037E7	-1.29151414888887817E3
3.54177088544272101E7	-1.30323310391019986E3
3.57178589294647253E7	-1.31504832231899260E3
3.60180090045022450E7	-1.32696772555204379E3
3.63181590795397691E7	-1.33899221701716620E3
3.66183091545772843E7	-1.35111529249964568E3
3.69184592296148040E7	-1.36332355010870687E3
3.72186093046523325E7	-1.37559817019261321E3
3.75187593796898478E7	-1.38791724215460777E3
3.78189094547273541E7	-1.40025861163670751E3
3.81190595297648827E7	-1.41260277562946834E3
3.84192096048024023E7	-1.42493532735005113E3
3.87193596798399176E7	-1.43724856011821345E3
3.90195097548774328E7	-1.44954203424708328E3
3.93196598299149525E7	-1.46182211639911563E3
3.96198099049524766E7	-1.47410066493749148E3
3.99199599799899918E7	-1.48639312027199288E3
4.02201100550275203E7	-1.49871628891168740E3
4.05202601300650400E7	-1.51108609793011417E3
4.08204102051025508E7	-1.52351557779296809E3
4.11205602801400705E7	-1.53601330646356415E3
4.14207103551775901E7	-1.54858250664903774E3
4.17208604302151009E7	-1.56122092498377096E3
4.20210105052526206E7	-1.57392151287375603E3
4.23211605802901403E7	-1.58667379396620989E3
4.26213106553276688E7	-1.59946567004949891E3
4.29214607303651796E7	-1.61228532573324701E3
4.32216108054026993E7	-1.62512288469015909E3
4.35217608804402278E7	-1.63797154067241313E3
4.38219109554777475E7	-1.65082802135853024E3
4.41220610305152494E7	-1.66369238584926604E3
4.44222111055527780E7	-1.67656727448007214E3
4.47223611805902976E7	-1.68945679829369899E3
4.50225112556278084E7	-1.70236527697733631E3
4.53226613306653370E7	-1.71529602066972653E3
4.56228114057028478E7	-1.72825032191196248E3
4.59229614807403586E7	-1.74122678723822699E3
4.62231115557778871E7	-1.75422109439495988E3
4.65232616308154157E7	-1.76722621680470593E3
4.68234117058529264E7	-1.78023309794038087E3
4.71235617808904284E7	-1.79323169832140050E3
4.74237118559279569E7	-1.80621227712566967E3
4.77238619309654855E7	-1.81916672972229376E3
4.80240120060030051E7	-1.83208978832266789E3
4.83241620810405159E7	-1.84497991761123048E3
4.86243121560780445E7	-1.85783978432657948E3
4.89244622311155553E7	-1.87067625020599548E3
4.92246123061530749E7	-1.88349989847986810E3
4.95247623811905946E7	-1.89632415828494993E3
4.98249124562281231E7	-1.90916412430290672E3
5.01250625312656339E7	-1.92203518583325028E3
5.04252126063031447E7	-1.93495158520213151E3
5.07253626813406733E7	-1.94792503056540056E3
5.10255127563781841E7	-1.96096348394416209E3
5.13256628314157037E7	-1.97407024434191625E3
5.16258129064532234E7	-1.98724343312022889E3
5.19259629814907520E7	-2.00047596051483101E3
5.22261130565282539E7	-2.01375600963397172E3
5.25262631315657735E7	-2.02706801524509217E3
5.28264132066033021E7	-2.04039404557351745E3
5.31265632816408306E7	-2.05371543829866532E3
5.34267133566783414E7	-2.06701450320045499E3
5.37268634317158433E7	-2.08027609717260509E3
5.40270135067533808E7	-2.09348890485300965E3
5.43271635817908827E7	-2.10664631037729189E3
5.46273136568284112E7	-2.11974680747969435E3
5.49274637318659398E7	-2.13279396022092538E3
5.52276138069034594E7	-2.14579597252752530E3
5.55277638819409702E7	-2.15876495670454371E3
5.58279139569784899E7	-2.17171599924872982E3
5.61280640320160096E7	-2.18466611627247342E3
5.64282141070535204E7	-2.19763316974894662E3
5.67283641820910489E7	-2.21063479037143162E3
5.70285142571285597E7	-2.22368732421985360E3
5.73286643321660794E7	-2.23680480132886705E3
5.76288144072035902E7	-2.24999791755631051E3
5.79289644822411187E7	-2.26327303992906437E3
5.82291145572786473E7	-2.27663128862115327E3
5.85292646323161581E7	-2.29006780990418113E3
5.88294147073536688E7	-2.30357141873161941E3
5.91295647823911885E7	-2.31712481790947100E3
5.94297148574287171E7	-2.33070557270183754E3
5.97298649324662279E7	-2.34428789947220295E3
6.00300150075037564E7	-2.35784515284332130E3
6.03301650825412672E7	-2.37135270628682138E3
6.06303151575787869E7	-2.38479080543918176E3
6.09304652326163154E7	-2.39814697798462984E3
6.12306153076538262E7	-2.41141770658306642E3
6.15307653826913459E7	-2.42460926632906260E3
6.18309154577288655E7	-2.43773780794574879E3
6.21310655327663763E7	-2.45082888001792920E3
6.24312156078038960E7	-2.46391659419662057E3
6.27313656828414246E7	-2.47704256315324978E3
6.30315157578789353E7	-2.49025459385230352E3
6.33316658329164461E7	-2.50360493450271759E3
6.36318159079539925E7	-2.51714767061948796E3
6.39319659829914855E7	-2.53093469212784683E3
6.42321160580290051E7	-2.54500961300072159E3
6.45322661330665248E7	-2.55939930159145934E3
6.48324162081040622E7	-2.57410353233125688E3
6.51325662831415730E7	-2.58908481252949141E3
6.54327163581790749E7	-2.60426224055159938E3
6.57328664332166035E7	-2.61951396940801828E3
6.60330165082541232E7	-2.63469079908152803E3
6.63331665832916606E7	-2.64963850261265943E3
6.66333166583291625E7	-2.66422162239707916E3
6.69334667333666822E7	-2.67834058664098107E3
6.72336168084042107E7	-2.69193788948924695E3
6.75337668834417126E7	-2.70499444643444065E3
6.78339169584792501E7	-2.71752041298111546E3
6.81340670335167431E7	-2.72954482793040043E3
6.84342171085542805E7	-2.74110682692920715E3
6.87343671835917824E7	-2.75224945811225385E3
6.90345172586293110E7	-2.76301605101398318E3
6.93346673336668307E7	-2.77344866964197179E3
6.96348174087043681E7	-2.78358818902912608E3
6.99349674837418611E7	-2.79347580497220571E3
7.02351175587794074E7	-2.80315632541015791E3
7.05352676338169182E7	-2.81268472948163906E3
7.08354177088544201E7	-2.82214047188340356E3
7.11355677838919576E7	-2.83166379605995022E3
7.14357178589294506E7	-2.84156895076949700E3
7.17358679339669969E7	-2.85282784871066974E3
7.20360180090044899E7	-2.87091468655573934E3
7.23361680840420185E7	-2.98823571623100293E3
7.26363181590795381E7	-3.03572294006093779E3
7.29364682341170578E7	-3.04862570449294790E3
7.32366183091545686E7	-3.05775330804248346E3
7.35367683841920883E7	-3.06534553165602697E3
7.38369184592296079E7	-3.07160754969310634E3
7.41370685342671187E7	-3.07579857564555548E3
7.44372186093046651E7	-3.07476833757595980E3
7.47373686843421758E7	-3.05066862120996918E3
7.50375187593796955E7	-2.97958503364345573E3
7.53376688344172152E7	-2.96160305970525028E3
7.56378189094547082E7	-2.96114829885527620E3
7.59379689844922456E7	-2.96472886602530616E3
7.62381190595297653E7	-2.96971169783304401E3
7.65382691345672850E7	-2.97527825503158194E3
7.68384192096048046E7	-2.98108837390660542E3
7.71385692846423154E7	-2.98696670343176063E3
7.74387193596798351E7	-2.99280162349534296E3
7.77388694347173725E7	-2.99850302527923906E3
7.80390195097548656E7	-3.00397822260307867E3
7.83391695847923764E7	-3.00911097974276975E3
7.86393196598299049E7	-3.01373399090046723E3
7.89394697348674335E7	-3.01758206177632093E3
7.92396198099049531E7	-3.02020079099441707E3
7.95397698849424906E7	-3.02075574323807183E3
7.98399199599799836E7	-3.01764329658260344E3
8.01400700350174944E7	-3.00799987969859695E3
8.04402201100550407E7	-2.98941487164514896E3
8.07403701850925337E7	-2.96803367447845323E3
8.10405202601300800E7	-2.95429171248695743E3
8.13406703351675731E7	-2.94870268974293115E3
8.16408204102051016E7	-2.94805381186237758E3
8.19409704852426124E7	-2.95021465766199364E3
8.22411205602801409E7	-2.95408801840884605E3
8.25412706353176517E7	-2.95911174027990631E3
8.28414207103551803E7	-2.96498694012888864E3
8.31415707853926911E7	-2.97154864990442880E3
8.34417208604302019E7	-2.97870264213962521E3
8.37418709354677482E7	-2.98639274364773710E3
8.40420210105052412E7	-2.99458284034552147E3
8.43421710855427875E7	-3.00324630103735224E3
8.46423211605802805E7	-3.01235924177465586E3
8.49424712356178091E7	-3.02189574968822283E3
8.52426213106553377E7	-3.03182406530232917E3
8.55427713856928484E7	-3.04210329143429137E3
8.58429214607303592E7	-3.05268065251868359E3
8.61430715357678523E7	-3.06348969597674747E3
8.64432216108053986E7	-3.07445003211393830E3
8.67433716858429094E7	-3.08546912885781577E3
8.70435217608804557E7	-3.09644626028584691E3
8.73436718359179665E7	-3.10727808972627262E3
8.76438219109554950E7	-3.11786484857270052E3
8.79439719859930236E7	-3.12811596195599240E3
8.82441220610304988E7	-3.13795435962299596E3
8.85442721360680274E7	-3.14731939276549699E3
8.88444222111055559E7	-3.15616888882634239E3
8.91445722861430490E7	-3.16448112960616390E3
8.94447223611805953E7	-3.17225730534411365E3
8.97448724362181061E7	-3.17952434805582795E3
9.00450225112556168E7	-3.18633717271795103E3
9.03451725862931632E7	-3.19277864312900128E3
9.06453226613306740E7	-3.19895553482575101E3
9.09454727363681670E7	-3.20498977785913874E3
9.12456228114056955E7	-3.21100610485562044E3
9.15457728864432063E7	-3.21711893953939043E3
9.18459229614807171E7	-3.22342180408903989E3
9.21460730365182634E7	-3.22998139461053801E3
9.24462231115557742E7	-3.23683657011491865E3
9.27463731865933028E7	-3.24400096542169081E3
9.30465232616308313E7	-3.25146737037787492E3
9.33466733366683243E7	-3.25921227526742552E3
9.36468234117058529E7	-3.26719956311399429E3
9.39469734867433814E7	-3.27538285672890561E3
9.42471235617808567E7	-3.28370630213767223E3
9.45472736368184385E7	-3.29210357690941802E3
9.48474237118559138E7	-3.30049464489259492E3
9.51475737868934424E7	-3.30877918035091190E3
9.54477238619309709E7	-3.31682440562386649E3
9.57478739369684817E7	-3.32444272460846069E3
9.60480240120060103E7	-3.33134958343363996E3
9.63481740870435210E7	-3.33708159047455410E3
9.66483241620810318E7	-3.34083586121005283E3
9.69484742371185249E7	-3.34118452925302245E3
9.72486243121560889E7	-3.33586069841593513E3
9.75487743871935820E7	-3.32333853186144035E3
9.78489244622311105E7	-3.30822819452536709E3
9.81490745372686213E7	-3.29865090031629515E3
9.84492246123061499E7	-3.29609027658389886E3
9.87493746873436784E7	-3.29825684618470394E3
9.90495247623811892E7	-3.30322012341646731E3
9.93496748374186822E7	-3.30986244389529105E3
9.96498249124562463E7	-3.31756280264871606E3
9.99499749874937393E7	-3.32596545412451761E3
1.00250125062531259E8	-3.33485836632847121E3
1.00550275137568801E8	-3.34411168662244895E3
1.00850425212606298E8	-3.35364598531837022E3
1.01150575287643818E8	-3.36341549335648082E3
1.01450725362681338E8	-3.37339927523297423E3
1.01750875437718835E8	-3.38359694042958825E3
1.02051025512756377E8	-3.39402729634702061E3
1.02351175587793874E8	-3.40472929742425245E3
1.02651325662831416E8	-3.41576520547645668E3
1.02951475737868958E8	-3.42722621390063509E3
1.03251625812906456E8	-3.43924083436579764E3
1.03551775887943975E8	-3.45198565181845662E3
1.03851925962981495E8	-3.46569522653338558E3
1.04152076038018992E8	-3.48065961508056088E3
1.04452226113056512E8	-3.49717887278001305E3
1.04752376188094054E8	-3.51541719861772828E3
1.05052526263131552E8	-3.53511978007217564E3
1.05352676338169093E8	-3.55534759703012648E3
1.05652826413206613E8	-3.57462211853613443E3
1.05952976488244111E8	-3.59149449426456169E3
1.06253126563281652E8	-3.60482169988466250E3
1.06553276638319172E8	-3.61322979141900680E3
1.06853426713356692E8	-3.61366611589826814E3
1.07153576788394211E8	-3.59997348322112121E3
1.07453726863431687E8	-3.57498579021237273E3
1.07753876938469206E8	-3.56020935878296552E3
1.08054027013506770E8	-3.55747459980975123E3
1.08354177088544268E8	-3.56048290898576614E3
1.08654327163581765E8	-3.56608173922075533E3
1.08954477238619307E8	-3.57294541709932512E3
1.09254627313656827E8	-3.58047145869225369E3
1.09554777388694369E8	-3.58835622854272041E3
1.09854927463731888E8	-3.59642904446216516E3
1.10155077538769364E8	-3.60458064839299519E3
1.10455227613806928E8	-3.61272872211102491E3
1.10755377688844403E8	-3.62079881404749937E3
1.11055527763881945E8	-3.62871139564435685E3
1.11355677838919442E8	-3.63637004810275855E3
1.11655827913956984E8	-3.64364673235327885E3
1.11955977988994482E8	-3.65035891367782961E3
1.12256128064032024E8	-3.65622960339787806E3
1.12556278139069521E8	-3.66081364529518538E3
1.12856428214107041E8	-3.66336202474494987E3
1.13156578289144583E8	-3.66260703633942120E3
1.13456728364182102E8	-3.65668238526448297E3
1.13756878439219622E8	-3.64447784206422876E3
1.14057028514257119E8	-3.62959540880702125E3
1.14357178589294639E8	-3.61877026477527153E3
1.14657328664332159E8	-3.61402027487100241E3
1.14957478739369678E8	-3.61372080291282183E3
1.15257628814407176E8	-3.61613027338238613E3
1.15557778889444718E8	-3.62013732449528192E3
1.15857928964482237E8	-3.62508439373286695E3
1.16158079039519779E8	-3.63056918655394290E3
1.16458229114557299E8	-3.63632560800101157E3
1.16758379189594796E8	-3.64215580055573085E3
1.17058529264632316E8	-3.64788610410599023E3
1.17358679339669836E8	-3.65332844761341979E3
1.17658829414707333E8	-3.65822912519851240E3
1.17958979489744875E8	-3.66217322694705150E3
1.18259129564782373E8	-3.66436359871897199E3
1.18559279639819892E8	-3.66303244729941602E3
1.18859429714857434E8	-3.65386470543171882E3
1.19159579789894954E8	-3.62922288732454001E3
1.19459729864932451E8	-3.59810186379954455E3
1.19759879939969993E8	-3.58240544405849359E3
1.20060030015007513E8	-3.57816204412055061E3
1.20360180090045032E8	-3.57903606400728425E3
1.20660330165082530E8	-3.58229545313147213E3
1.20960480240120050E8	-3.58669082439435760E3
1.21260630315157569E8	-3.59134879180539812E3
1.21560780390195089E8	-3.59503631641855304E3
1.21860930465232631E8	-3.59637169628459485E3
1.22161080540270151E8	-3.59951111353393927E3
1.22461230615307648E8	-3.60780704309375633E3
1.22761380690345168E8	-3.61681510737362633E3
1.23061530765382687E8	-3.62514121073837847E3
1.23361680840420229E8	-3.63294138674187783E3
1.23661830915457727E8	-3.64042314998431138E3
1.23961980990495246E8	-3.64770415133701231E3
1.24262131065532744E8	-3.65484509152979342E3
1.24562281140570308E8	-3.66187665033060838E3
1.24862431215607783E8	-3.66881336088433585E3
1.25162581290645303E8	-3.67566009911809166E3
1.25462731365682845E8	-3.68241472536389702E3
1.25762881440720364E8	-3.68906856020200280E3
1.26063031515757862E8	-3.69560540898087009E3
1.26363181590795404E8	-3.70199932226621220E3
1.26663331665832901E8	-3.70821092254723794E3
1.26963481740870465E8	-3.71418176651372312E3
1.27263631815907985E8	-3.71982571167578602E3
1.27563781890945460E8	-3.72501545542020107E3
1.27863931965982980E8	-3.72956108779784312E3
1.28164082041020500E8	-3.73317554125396622E3
1.28464232116058019E8	-3.73542019966209793E3
1.28764382191095539E8	-3.73562966120272577E3
1.29064532266133059E8	-3.73285966544663106E3
1.29364682341170578E8	-3.72608078615996297E3
1.29664832416208120E8	-3.71513341386020945E3
1.29964982491245618E8	-3.70210704204016627E3
1.30265132566283137E8	-3.69021872047294863E3
1.30565282641320635E8	-3.68064118528896866E3
1.30865432716358154E8	-3.67214234814693352E3
1.31165582791395674E8	-3.66250376069309880E3
1.31465732866433216E8	-3.64976205760441141E3
1.31765882941470713E8	-3.63431861949288626E3
1.32066033016508255E8	-3.62021311030763204E3
1.32366183091545797E8	-3.61099230364672730E3
1.32666333166583317E8	-3.60673757938340733E3
1.32966483241620770E8	-3.60605070997164745E3
1.33266633316658334E8	-3.60767345784112692E3
1.33566783391695854E8	-3.61075979905352540E3
1.33866933466733373E8	-3.61476860159997893E3
1.34167083541770848E8	-3.61934679914103707E3
1.34467233616808413E8	-3.62425416547105428E3
1.34767383691845932E8	-3.62931922336356738E3
1.35067533766883430E8	-3.63441344036802505E3
1.35367683841920949E8	-3.63943557945208784E3
1.35667833916958491E8	-3.64430159768518092E3
1.35967983991995967E8	-3.64893751206188899E3
1.36268134067033486E8	-3.65327375225681195E3
1.36568284142071072E8	-3.65724011201679611E3
1.36868434217108570E8	-3.66076073694633042E3
1.37168584292146045E8	-3.66374881074608449E3
1.37468734367183565E8	-3.66610087272263163E3
1.37768884442221129E8	-3.66769125512719674E3
1.38069034517258626E8	-3.66836840801572972E3
1.38369184592296124E8	-3.66795760500407741E3
1.38669334667333666E8	-3.66627939495971367E3
1.38969484742371208E8	-3.66319874584155158E3
1.39269634817408727E8	-3.65871671173623714E3
1.39569784892446225E8	-3.65308325280297685E3
1.39869934967483722E8	-3.64684280510951320E3
1.40170085042521286E8	-3.64070949422362133E3
1.40470235117558806E8	-3.63531323905435944E3
1.40770385192596281E8	-3.63101213544517520E3
1.41070535267633845E8	-3.62788393156921529E3
1.41370685342671321E8	-3.62582742191595253E3
1.41670835417708840E8	-3.62466626995679286E3
1.41970985492746382E8	-3.62421162000322727E3
1.42271135567783924E8	-3.62428800390913830E3
1.42571285642821399E8	-3.62473816551171391E3
1.42871435717858897E8	-3.62541817134826783E3
1.43171585792896439E8	-3.62618857074659084E3
1.43471735867934003E8	-3.62690389927544032E3
1.43771885942971478E8	-3.62740128931029071E3
1.44072036018008975E8	-3.62748891590502742E3
1.44372186093046517E8	-3.62693680157907128E3
1.44672336168084037E8	-3.62547760755104065E3
1.44972486243121557E8	-3.62283554726530488E3
1.45272636318159076E8	-3.61881471016725609E3
1.45572786393196596E8	-3.61346815532369714E3
1.45872936468234116E8	-3.60727809795618626E3
1.46173086543271635E8	-3.60113228890960269E3
1.46473236618309133E8	-3.59597167143873708E3
1.46773386693346697E8	-3.59238766124982201E3
1.47073536768384172E8	-3.59052027158174614E3
1.47373686843421692E8	-3.59021346673311958E3
1.47673836918459211E8	-3.59119906141569478E3
1.47973986993496753E8	-3.59320409937781360E3
1.48274137068534229E8	-3.59599116581943656E3
1.48574287143571793E8	-3.59936439785744700E3
1.48874437218609335E8	-3.60316239110083103E3
1.49174587293646832E8	-3.60724708304843356E3
1.49474737368684352E8	-3.61149076128698798E3
1.49774887443721871E8	-3.61575908503342180E3
1.50075037518759391E8	-3.61988255732040765E3
1.50375187593796911E8	-3.62359430196813026E3
1.50675337668834430E8	-3.62635733501915780E3
1.50975487743871928E8	-3.62673154057132052E3
1.51275637818909425E8	-3.61885795432744661E3
1.51575787893946967E8	-3.56564058709116427E3
1.51875937968984487E8	-3.50826873532372341E3
1.52176088044021984E8	-3.49923155564748800E3
1.52476238119059526E8	-3.49892459091507657E3
1.52776388194097024E8	-3.50087879414259495E3
1.53076538269134566E8	-3.50346070449959512E3
1.53376688344172107E8	-3.50592484540970606E3
1.53676838419209605E8	-3.50765116188170945E3
1.53976988494247102E8	-3.50778885879191682E3
1.54277138569284622E8	-3.50479994966301689E3
1.54577288644322164E8	-3.49569464372382743E3
1.54877438719359661E8	-3.47651940079080291E3
1.55177588794397203E8	-3.45148093846705262E3
1.55477738869434745E8	-3.43423884844060723E3
1.55777888944472265E8	-3.42674685009227797E3
1.56078039019509740E8	-3.42493899585109185E3
1.56378189094547282E8	-3.42615715564347090E3
1.56678339169584757E8	-3.42909051374907303E3
1.56978489244622321E8	-3.43308067543514550E3
1.57278639319659819E8	-3.43777519701067291E3
1.57578789394697338E8	-3.44297381743111197E3
1.57878939469734858E8	-3.44855732686878946E3
1.58179089544772378E8	-3.45445232550653714E3
1.58479239619809897E8	-3.46061249961605810E3
1.58779389694847395E8	-3.46700803811689573E3
1.59079539769884981E8	-3.47361942810414481E3
1.59379689844922434E8	-3.48043402051519823E3
1.59679839919959976E8	-3.48744501065957602E3
1.59979989994997474E8	-3.49465365230847613E3
1.60280140070034993E8	-3.50207742174196923E3
1.60580290145072513E8	-3.50977106261959326E3
1.60880440220110077E8	-3.51787817385426127E3
1.61180590295147574E8	-3.52676004563525813E3
1.61480740370185072E8	-3.53732492044909241E3
1.61780890445222592E8	-3.55179935888656351E3
1.62081040520260156E8	-3.57426072700171904E3
1.62381190595297609E8	-3.60321093001970372E3
1.62681340670335151E8	-3.62387118636367367E3
1.62981490745372670E8	-3.63311445237112229E3
1.63281640820410212E8	-3.63741833693251371E3
1.63581790895447732E8	-3.64095830904747952E3
1.63881940970485229E8	-3.64521509021696399E3
1.64182091045522749E8	-3.65044952076292750E3
1.64482241120560291E8	-3.65654489301506214E3
1.64782391195597810E8	-3.66332243127158108E3
1.65082541270635308E8	-3.67062962363598633E3
1.65382691345672828E8	-3.67835431798590529E3
1.65682841420710369E8	-3.68641964473787676E3
1.65982991495747889E8	-3.69477631634273518E3
1.66283141570785387E8	-3.70339640063333642E3
1.66583291645822906E8	-3.71226911950110594E3
1.66883441720860404E8	-3.72139842665241805E3
1.67183591795897923E8	-3.73080210993016559E3
1.67483741870935487E8	-3.74051239300192373E3
1.67783891945972985E8	-3.75057835394344030E3
1.68084042021010482E8	-3.76107097923403577E3
1.68384192096048002E8	-3.77209248202188618E3
1.68684342171085566E8	-3.78379292536402279E3
1.68984492246123041E8	-3.79639968329530353E3
1.69284642321160561E8	-3.81026928795936115E3
1.69584792396198125E8	-3.82597487587772411E3
1.69884942471235623E8	-3.84442808087444821E3
1.70185092546273142E8	-3.86691027852227975E3
1.70485242621310684E8	-3.89441411204014276E3
1.70785392696348159E8	-3.92550479970080568E3
1.71085542771385701E8	-3.95568640916482162E3
1.71385692846423199E8	-3.98192714452352181E3
1.71685842921460718E8	-4.00478654616947072E3
1.71985992996498283E8	-4.02648082594643331E3
1.72286143071535713E8	-4.05017842422151286E3
1.72586293146573277E8	-4.08118540458946111E3
1.72886443221610797E8	-4.12464927288310701E3
1.73186593296648317E8	-4.16766744646827370E3
1.73486743371685814E8	-4.19646366307954111E3
1.73786893446723356E8	-4.21557421305703706E3
1.74087043521760920E8	-4.22977349918152701E3
1.74387193596798395E8	-4.24122640877758528E3
1.74687343671835937E8	-4.25085394191835952E3
1.74987493746873435E8	-4.25897268152748865E3
1.75287643821910999E8	-4.26541438212789892E3
1.75587793896948519E8	-4.26908336661003140E3
1.75887943971986038E8	-4.26505738040959237E3
1.76188094047023536E8	-4.22130138661704812E3
1.76488244122060989E8	-4.15985475591385967E3
1.76788394197098531E8	-4.15083881836635005E3
1.77088544272136050E8	-4.15190655289877508E3
1.77388694347173592E8	-4.15553180375745423E3
1.77688844422211112E8	-4.16000832919304830E3
1.77988994497248609E8	-4.16472517180747204E3
1.78289144572286107E8	-4.16937225935230771E3
1.78589294647323671E8	-4.17372873284263157E3
1.78889444722361191E8	-4.17758264238509547E3
1.79189594797398688E8	-4.18068779640975485E3
1.79489744872436208E8	-4.18273503276036518E3
1.79789894947473750E8	-4.18334367720950606E3
